evidence_id,case_id,evidence_type,source_record_id,entity_id,related_entity_id,timestamp,description,reliability,confidence,supports_relationship,ground_truth_status
EVID_001901,,SOCIAL_MEDIA,CDR_AGG_PERSON_1042_PERSON_1271,PERSON_1042,PERSON_1271,2024-10-23 01:17:15,Supporting record for relationship type CALLED between PERSON_1042 and PERSON_1271.,0.848,0.598,REL_001801,UNKNOWN
EVID_001902,,CDR,CDR_AGG_PERSON_0402_PERSON_1142,PERSON_0402,PERSON_1142,2025-01-20 16:33:15,Supporting record for relationship type CALLED between PERSON_0402 and PERSON_1142.,0.864,0.537,REL_002551,UNKNOWN
EVID_001903,,SOCIAL_MEDIA,CDR_AGG_PERSON_0150_PERSON_0707,PERSON_0150,PERSON_0707,2024-11-12 07:25:14,Supporting record for relationship type CALLED between PERSON_0150 and PERSON_0707.,0.442,0.605,REL_002612,LIKELY
EVID_001904,,SOCIAL_MEDIA,CDR_AGG_PERSON_0135_PERSON_0640,PERSON_0135,PERSON_0640,2024-01-27 12:24:58,Supporting record for relationship type CALLED between PERSON_0135 and PERSON_0640.,0.828,0.921,REL_001715,UNKNOWN
EVID_001905,,CDR,CDR_AGG_PERSON_0005_PERSON_0083,PERSON_0005,PERSON_0083,2026-06-27 23:35:24,Supporting record for relationship type CALLED between PERSON_0005 and PERSON_0083.,0.965,0.803,REL_004101,UNKNOWN
EVID_001906,,CDR,CDR_AGG_PERSON_0870_PERSON_1209,PERSON_0870,PERSON_1209,2026-03-29 14:42:51,Supporting record for relationship type CALLED between PERSON_0870 and PERSON_1209.,0.918,0.688,REL_000821,WEAK
EVID_001907,,SURVEILLANCE,VEHICLE_00336,PERSON_0443,VEHICLE_00336,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0443 and VEHICLE_00336.,0.728,0.817,REL_007925,CONFIRMED
EVID_001908,,TRANSACTION,CDR_AGG_PERSON_0896_PERSON_1457,PERSON_0896,PERSON_1457,2025-12-05 10:11:37,Supporting record for relationship type CALLED between PERSON_0896 and PERSON_1457.,0.979,0.514,REL_003173,UNKNOWN
EVID_001909,,LOCATION_RECORD,TXN_AGG_PERSON_1412_PERSON_1420,PERSON_1412,PERSON_1420,2025-09-29 21:10:29,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_1412 and PERSON_1420.,0.745,0.796,REL_004935,UNKNOWN
EVID_001910,,LOCATION_RECORD,CDR_AGG_PERSON_0757_PERSON_0998,PERSON_0757,PERSON_0998,2024-11-20 10:55:45,Supporting record for relationship type CALLED between PERSON_0757 and PERSON_0998.,0.829,0.558,REL_002284,UNKNOWN
EVID_001911,,CDR,CDR_AGG_PERSON_0263_PERSON_1142,PERSON_0263,PERSON_1142,2025-07-28 09:21:33,Supporting record for relationship type CALLED between PERSON_0263 and PERSON_1142.,0.879,0.764,REL_001195,WEAK
EVID_001912,,SURVEILLANCE,ACCOUNT_00602,PERSON_1231,ACCOUNT_00602,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_1231 and ACCOUNT_00602.,0.844,0.914,REL_008563,CONFIRMED
EVID_001913,,CDR,LOCATION_0004,PERSON_0096,PERSON_0260,2026-06-30 00:00:00,Supporting record for relationship type ASSOCIATED_WITH between PERSON_0096 and PERSON_0260.,0.963,0.505,REL_006039,LIKELY
EVID_001914,,TRANSACTION,CDR_AGG_PERSON_0733_PERSON_1368,PERSON_0733,PERSON_1368,2026-04-12 17:03:54,Supporting record for relationship type CALLED between PERSON_0733 and PERSON_1368.,0.903,0.902,REL_002951,WEAK
EVID_001915,,SURVEILLANCE,FIR_0088,PERSON_0079,CASE_0088,2025-11-03 12:12:59,Supporting record for relationship type APPEARED_IN_CASE between PERSON_0079 and CASE_0088.,0.629,0.843,REL_006500,CONFIRMED
EVID_001916,,LOCATION_RECORD,TELCO_SUBSCRIBER_RECORD,PERSON_0409,PHONE_00409,,Supporting record for relationship type USED between PERSON_0409 and PHONE_00409.,0.837,0.638,REL_007442,CONFIRMED
EVID_001917,,TRANSACTION,CDR_AGG_PERSON_0868_PERSON_1248,PERSON_0868,PERSON_1248,2024-03-17 16:43:41,Supporting record for relationship type CALLED between PERSON_0868 and PERSON_1248.,0.921,0.845,REL_002744,LIKELY
EVID_001918,,LOCATION_RECORD,CDR_AGG_PERSON_0121_PERSON_0841,PERSON_0121,PERSON_0841,2024-10-23 19:35:36,Supporting record for relationship type CALLED between PERSON_0121 and PERSON_0841.,0.707,0.943,REL_000367,UNKNOWN
EVID_001919,,CDR,TXN_AGG_PERSON_0977_PERSON_1203,PERSON_0977,PERSON_1203,2024-06-02 10:11:35,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0977 and PERSON_1203.,0.861,0.762,REL_005847,WEAK
EVID_001920,,TRANSACTION,FIR_0019,PERSON_1033,CASE_0019,2025-02-13 16:32:16,Supporting record for relationship type APPEARED_IN_CASE between PERSON_1033 and CASE_0019.,0.968,0.74,REL_006431,CONFIRMED
EVID_001921,,SURVEILLANCE,TXN_AGG_PERSON_0946_PERSON_0987,PERSON_0946,PERSON_0987,2024-06-22 08:55:04,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0946 and PERSON_0987.,0.824,0.663,REL_004553,WEAK
EVID_001922,,LOCATION_RECORD,CDR_AGG_PERSON_0780_PERSON_0824,PERSON_0780,PERSON_0824,2024-02-08 09:58:41,Supporting record for relationship type CALLED between PERSON_0780 and PERSON_0824.,0.699,0.873,REL_001488,LIKELY
EVID_001923,,CDR,CDR_AGG_PERSON_0027_PERSON_0154,PERSON_0027,PERSON_0154,2024-08-07 14:00:18,Supporting record for relationship type CALLED between PERSON_0027 and PERSON_0154.,0.915,0.947,REL_001008,UNKNOWN
EVID_001924,,LOCATION_RECORD,TXN_AGG_PERSON_0771_PERSON_1422,PERSON_0771,PERSON_1422,2024-09-09 16:46:19,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0771 and PERSON_1422.,0.723,0.715,REL_005442,WEAK
EVID_001925,,CDR,CDR_AGG_PERSON_0046_PERSON_0401,PERSON_0046,PERSON_0401,2026-04-23 13:30:12,Supporting record for relationship type CALLED between PERSON_0046 and PERSON_0401.,0.951,0.958,REL_002275,UNKNOWN
EVID_001926,,CDR,TXN_AGG_PERSON_0050_PERSON_0929,PERSON_0050,PERSON_0929,2026-01-07 06:56:23,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0050 and PERSON_0929.,0.87,0.951,REL_004255,UNKNOWN
EVID_001927,,SOCIAL_MEDIA,CDR_AGG_PERSON_1104_PERSON_1226,PERSON_1104,PERSON_1226,2025-07-31 02:57:23,Supporting record for relationship type POTENTIAL_OPERATIONAL_LINK between PERSON_1104 and PERSON_1226.,0.562,0.679,REL_000077,CONFIRMED
EVID_001928,,CDR,TXN_AGG_PERSON_1127_PERSON_1159,PERSON_1127,PERSON_1159,2026-03-11 14:46:34,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_1127 and PERSON_1159.,0.924,0.81,REL_005760,UNKNOWN
EVID_001929,,TRANSACTION,CDR_AGG_PERSON_0244_PERSON_0747,PERSON_0244,PERSON_0747,2025-11-15 07:35:17,Supporting record for relationship type CALLED between PERSON_0244 and PERSON_0747.,0.971,0.753,REL_002507,WEAK
EVID_001930,,CDR,CDR_AGG_PERSON_0790_PERSON_0839,PERSON_0790,PERSON_0839,2025-05-07 22:58:52,Supporting record for relationship type CALLED between PERSON_0790 and PERSON_0839.,0.899,0.747,REL_000236,LIKELY
EVID_001931,,SURVEILLANCE,CDR_AGG_PERSON_0603_PERSON_1385,PERSON_0603,PERSON_1385,2026-06-27 10:18:06,Supporting record for relationship type ASSOCIATED_WITH between PERSON_0603 and PERSON_1385.,0.604,0.514,REL_000054,FALSE_POSITIVE
EVID_001932,,CDR,TXN_AGG_PERSON_0387_PERSON_0849,PERSON_0387,PERSON_0849,2025-11-10 21:25:57,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0387 and PERSON_0849.,0.949,0.841,REL_004398,LIKELY
EVID_001933,,CDR,LOCATION_0036,PERSON_1326,PERSON_1356,2026-06-30 00:00:00,Supporting record for relationship type ASSOCIATED_WITH between PERSON_1326 and PERSON_1356.,0.933,0.687,REL_006178,LIKELY
EVID_001934,,SOCIAL_MEDIA,TXN_AGG_PERSON_0379_PERSON_1050,PERSON_0379,PERSON_1050,2026-05-09 13:36:05,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0379 and PERSON_1050.,0.755,0.668,REL_004456,UNKNOWN
EVID_001935,,SOCIAL_MEDIA,TELCO_SUBSCRIBER_RECORD,PERSON_1215,PHONE_01215,,Supporting record for relationship type USED between PERSON_1215 and PHONE_01215.,0.556,0.785,REL_007351,CONFIRMED
EVID_001936,,LOCATION_RECORD,CDR_AGG_PERSON_0751_PERSON_0897,PERSON_0751,PERSON_0897,2024-01-20 08:47:37,Supporting record for relationship type CALLED between PERSON_0751 and PERSON_0897.,0.619,0.748,REL_002566,WEAK
EVID_001937,,SOCIAL_MEDIA,TXN_AGG_PERSON_0113_PERSON_0405,PERSON_0113,PERSON_0405,2024-03-13 15:52:55,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0113 and PERSON_0405.,0.49,0.857,REL_004761,LIKELY
EVID_001938,,LOCATION_RECORD,CDR_AGG_PERSON_0036_PERSON_0790,PERSON_0036,PERSON_0790,2026-01-05 07:42:05,Supporting record for relationship type CALLED between PERSON_0036 and PERSON_0790.,0.778,0.556,REL_000684,WEAK
EVID_001939,,LOCATION_RECORD,TXN_AGG_PERSON_0351_PERSON_0831,PERSON_0351,PERSON_0831,2024-09-26 08:03:09,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0351 and PERSON_0831.,0.693,0.577,REL_005124,LIKELY
EVID_001940,,LOCATION_RECORD,CDR_AGG_PERSON_0858_PERSON_1067,PERSON_0858,PERSON_1067,2025-01-01 06:58:15,Supporting record for relationship type CALLED between PERSON_0858 and PERSON_1067.,0.68,0.78,REL_002354,UNKNOWN
EVID_001941,,TRANSACTION,CDR_AGG_PERSON_1306_PERSON_1441,PERSON_1306,PERSON_1441,2024-01-17 16:03:59,Supporting record for relationship type CALLED between PERSON_1306 and PERSON_1441.,0.928,0.548,REL_003399,UNKNOWN
EVID_001942,,LOCATION_RECORD,CDR_AGG_PERSON_0326_PERSON_0899,PERSON_0326,PERSON_0899,2025-01-09 17:33:20,Supporting record for relationship type CALLED between PERSON_0326 and PERSON_0899.,0.739,0.554,REL_000747,WEAK
EVID_001943,,TRANSACTION,CDR_AGG_PERSON_0168_PERSON_1068,PERSON_0168,PERSON_1068,2024-10-17 03:17:59,Supporting record for relationship type CALLED between PERSON_0168 and PERSON_1068.,0.946,0.855,REL_003613,LIKELY
EVID_001944,,LOCATION_RECORD,TELCO_SUBSCRIBER_RECORD,PERSON_1357,PHONE_01357,,Supporting record for relationship type USED between PERSON_1357 and PHONE_01357.,0.76,0.752,REL_007254,CONFIRMED
EVID_001945,,SOCIAL_MEDIA,CDR_AGG_PERSON_0109_PERSON_0164,PERSON_0109,PERSON_0164,2024-05-13 16:34:14,Supporting record for relationship type CALLED between PERSON_0109 and PERSON_0164.,0.484,0.784,REL_001037,WEAK
EVID_001946,,TRANSACTION,TXN_AGG_PERSON_0123_PERSON_1264,PERSON_0123,PERSON_1264,2025-07-19 18:10:10,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0123 and PERSON_1264.,0.926,0.834,REL_005021,LIKELY
EVID_001947,,CDR,TELCO_SUBSCRIBER_RECORD,PERSON_1255,PHONE_01589,,Supporting record for relationship type USED between PERSON_1255 and PHONE_01589.,0.953,0.537,REL_007484,CONFIRMED
EVID_001948,,CDR,TXN_AGG_PERSON_0284_PERSON_1243,PERSON_0284,PERSON_1243,2024-01-15 23:47:04,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0284 and PERSON_1243.,0.949,0.819,REL_004288,WEAK
EVID_001949,,TRANSACTION,COTRAVEL_STRONG_052,PERSON_0406,PERSON_0659,2026-06-30 00:00:00,Supporting record for relationship type TRAVELLED_WITH between PERSON_0406 and PERSON_0659.,0.943,0.755,REL_006237,LIKELY
EVID_001950,,TRANSACTION,TXN_AGG_PERSON_0519_PERSON_1336,PERSON_0519,PERSON_1336,2026-03-29 10:21:55,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0519 and PERSON_1336.,0.928,0.859,REL_004619,LIKELY
EVID_001951,,LOCATION_RECORD,FIR_0225,PERSON_1408,CASE_0225,2025-11-18 22:29:05,Supporting record for relationship type APPEARED_IN_CASE between PERSON_1408 and CASE_0225.,0.79,0.893,REL_006637,CONFIRMED
EVID_001952,,CDR,TELCO_SUBSCRIBER_RECORD,PERSON_0010,PHONE_00010,,Supporting record for relationship type USED between PERSON_0010 and PHONE_00010.,0.887,0.526,REL_007174,CONFIRMED
EVID_001953,,CDR,CDR_AGG_PERSON_1438_PERSON_1451,PERSON_1438,PERSON_1451,2024-02-22 10:02:23,Supporting record for relationship type CALLED between PERSON_1438 and PERSON_1451.,0.886,0.521,REL_003913,WEAK
EVID_001954,,CDR,CDR_AGG_PERSON_0045_PERSON_1450,PERSON_0045,PERSON_1450,2026-03-13 19:28:30,Supporting record for relationship type CALLED between PERSON_0045 and PERSON_1450.,0.868,0.775,REL_001994,WEAK
EVID_001955,,SURVEILLANCE,CDR_AGG_PERSON_0808_PERSON_1490,PERSON_0808,PERSON_1490,2025-12-18 05:12:00,Supporting record for relationship type CALLED between PERSON_0808 and PERSON_1490.,0.787,0.963,REL_002415,LIKELY
EVID_001956,,LOCATION_RECORD,CDR_AGG_PERSON_0395_PERSON_1131,PERSON_0395,PERSON_1131,2025-08-31 08:02:28,Supporting record for relationship type CALLED between PERSON_0395 and PERSON_1131.,0.728,0.536,REL_003670,LIKELY
EVID_001957,,LOCATION_RECORD,CDR_AGG_PERSON_0917_PERSON_1199,PERSON_0917,PERSON_1199,2024-04-04 20:08:04,Supporting record for relationship type CALLED between PERSON_0917 and PERSON_1199.,0.652,0.682,REL_001470,WEAK
EVID_001958,,TRANSACTION,TXN_AGG_PERSON_0539_PERSON_0665,PERSON_0539,PERSON_0665,2025-04-26 07:59:39,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0539 and PERSON_0665.,0.92,0.6,REL_005268,LIKELY
EVID_001959,,LOCATION_RECORD,VEHICLE_00429,PERSON_1047,VEHICLE_00429,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_1047 and VEHICLE_00429.,0.614,0.977,REL_008116,CONFIRMED
EVID_001960,,SOCIAL_MEDIA,TXN_AGG_PERSON_0039_PERSON_1398,PERSON_0039,PERSON_1398,2025-08-26 08:33:53,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0039 and PERSON_1398.,0.617,0.528,REL_005693,UNKNOWN
EVID_001961,,SURVEILLANCE,CDR_AGG_PERSON_0571_PERSON_1043,PERSON_0571,PERSON_1043,2025-06-18 23:06:27,Supporting record for relationship type CALLED between PERSON_0571 and PERSON_1043.,0.635,0.832,REL_001132,WEAK
EVID_001962,,LOCATION_RECORD,TXN_AGG_PERSON_0834_PERSON_1173,PERSON_0834,PERSON_1173,2024-03-20 03:43:01,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0834 and PERSON_1173.,0.638,0.636,REL_005445,UNKNOWN
EVID_001963,,LOCATION_RECORD,ACCOUNT_00440,PERSON_1262,ACCOUNT_00440,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_1262 and ACCOUNT_00440.,0.666,0.921,REL_008480,CONFIRMED
EVID_001964,,SOCIAL_MEDIA,TXN_AGG_PERSON_0659_PERSON_0829,PERSON_0659,PERSON_0829,2024-01-27 03:28:43,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0659 and PERSON_0829.,0.682,0.916,REL_005924,UNKNOWN
EVID_001965,,CDR,ACCOUNT_00903,PERSON_1119,ACCOUNT_00903,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_1119 and ACCOUNT_00903.,0.931,0.908,REL_008394,CONFIRMED
EVID_001966,,LOCATION_RECORD,ACCOUNT_00675,PERSON_0535,ACCOUNT_00675,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0535 and ACCOUNT_00675.,0.771,0.846,REL_008646,CONFIRMED
EVID_001967,,LOCATION_RECORD,CDR_AGG_PERSON_1131_PERSON_1443,PERSON_1131,PERSON_1443,2024-07-19 05:34:10,Supporting record for relationship type CALLED between PERSON_1131 and PERSON_1443.,0.623,0.841,REL_003108,UNKNOWN
EVID_001968,,SURVEILLANCE,CDR_AGG_PERSON_0159_PERSON_1014,PERSON_0159,PERSON_1014,2025-07-13 01:08:27,Supporting record for relationship type CALLED between PERSON_0159 and PERSON_1014.,0.825,0.937,REL_000993,WEAK
EVID_001969,,LOCATION_RECORD,CDR_AGG_PERSON_0031_PERSON_0777,PERSON_0031,PERSON_0777,2024-05-07 14:19:46,Supporting record for relationship type CALLED between PERSON_0031 and PERSON_0777.,0.727,0.583,REL_003826,LIKELY
EVID_001970,,LOCATION_RECORD,ACCOUNT_00284,PERSON_0531,ACCOUNT_00284,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0531 and ACCOUNT_00284.,0.602,0.821,REL_008266,CONFIRMED
EVID_001971,,CDR,CDR_AGG_PERSON_0033_PERSON_0047,PERSON_0033,PERSON_0047,2024-03-11 21:19:48,Supporting record for relationship type CALLED between PERSON_0033 and PERSON_0047.,0.892,0.656,REL_003443,UNKNOWN
EVID_001972,,LOCATION_RECORD,CDR_AGG_PERSON_0724_PERSON_1011,PERSON_0724,PERSON_1011,2025-11-12 08:29:25,Supporting record for relationship type CALLED between PERSON_0724 and PERSON_1011.,0.744,0.826,REL_002693,UNKNOWN
EVID_001973,,SURVEILLANCE,ORGREC_ORG_0228,PERSON_0178,ORG_0228,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_0178 and ORG_0228.,0.798,0.899,REL_006913,LIKELY
EVID_001974,,CDR,TXN_AGG_PERSON_0064_PERSON_0652,PERSON_0064,PERSON_0652,2026-06-17 09:41:25,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0064 and PERSON_0652.,0.959,0.632,REL_004635,UNKNOWN
EVID_001975,,TRANSACTION,CDR_AGG_PERSON_1005_PERSON_1018,PERSON_1005,PERSON_1018,2025-07-11 19:09:15,Supporting record for relationship type CALLED between PERSON_1005 and PERSON_1018.,0.951,0.692,REL_003320,UNKNOWN
EVID_001976,,SURVEILLANCE,CDR_AGG_PERSON_0310_PERSON_1232,PERSON_0310,PERSON_1232,2025-08-30 18:43:02,Supporting record for relationship type CALLED between PERSON_0310 and PERSON_1232.,0.608,0.878,REL_001575,LIKELY
EVID_001977,,TRANSACTION,CDR_AGG_PERSON_0401_PERSON_1001,PERSON_0401,PERSON_1001,2024-05-19 09:17:07,Supporting record for relationship type CALLED between PERSON_0401 and PERSON_1001.,0.926,0.527,REL_003704,WEAK
EVID_001978,,TRANSACTION,TXN_AGG_PERSON_0631_PERSON_1228,PERSON_0631,PERSON_1228,2024-10-28 02:37:24,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0631 and PERSON_1228.,0.92,0.806,REL_005891,UNKNOWN
EVID_001979,,CDR,ORGREC_ORG_0069,PERSON_0492,ORG_0069,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_0492 and ORG_0069.,0.934,0.809,REL_007126,LIKELY
EVID_001980,,SURVEILLANCE,TXN_AGG_PERSON_0165_PERSON_0360,PERSON_0165,PERSON_0360,2025-09-07 16:45:04,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0165 and PERSON_0360.,0.896,0.932,REL_005696,LIKELY
EVID_001981,,CDR,VEHICLE_00483,PERSON_1162,VEHICLE_00483,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_1162 and VEHICLE_00483.,0.916,0.88,REL_007841,CONFIRMED
EVID_001982,,LOCATION_RECORD,CDR_AGG_PERSON_0492_PERSON_1101,PERSON_0492,PERSON_1101,2026-05-27 21:47:45,Supporting record for relationship type CALLED between PERSON_0492 and PERSON_1101.,0.719,0.89,REL_003763,UNKNOWN
EVID_001983,,SURVEILLANCE,COTRAVEL_WEAK_061,PERSON_0692,PERSON_1360,2026-06-30 00:00:00,Supporting record for relationship type CO_LOCATED between PERSON_0692 and PERSON_1360.,0.897,0.86,REL_006301,UNKNOWN
EVID_001984,,TRANSACTION,CDR_AGG_PERSON_1129_PERSON_1468,PERSON_1129,PERSON_1468,2025-09-02 07:00:13,Supporting record for relationship type CALLED between PERSON_1129 and PERSON_1468.,0.909,0.51,REL_002439,WEAK
EVID_001985,,TRANSACTION,CDR_AGG_PERSON_0266_PERSON_0853,PERSON_0266,PERSON_0853,2025-06-03 08:23:54,Supporting record for relationship type CALLED between PERSON_0266 and PERSON_0853.,0.951,0.543,REL_002330,UNKNOWN
EVID_001986,,SURVEILLANCE,CDR_AGG_PERSON_0241_PERSON_0500,PERSON_0241,PERSON_0500,2025-06-20 11:52:50,Supporting record for relationship type CALLED between PERSON_0241 and PERSON_0500.,0.769,0.683,REL_002785,WEAK
EVID_001987,,LOCATION_RECORD,TXN_AGG_PERSON_0376_PERSON_0862,PERSON_0376,PERSON_0862,2026-06-23 12:03:30,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0376 and PERSON_0862.,0.816,0.722,REL_005003,WEAK
EVID_001988,,CDR,VEHICLE_00498,PERSON_0764,VEHICLE_00498,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0764 and VEHICLE_00498.,0.916,0.584,REL_008172,CONFIRMED
EVID_001989,,SOCIAL_MEDIA,ORGREC_ORG_0133,PERSON_0168,ORG_0133,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_0168 and ORG_0133.,0.621,0.513,REL_006878,LIKELY
EVID_001990,,LOCATION_RECORD,CDR_AGG_PERSON_0955_PERSON_1367,PERSON_0955,PERSON_1367,2026-06-21 21:40:51,Supporting record for relationship type CALLED between PERSON_0955 and PERSON_1367.,0.71,0.785,REL_003715,WEAK
EVID_001991,,LOCATION_RECORD,CDR_AGG_PERSON_0195_PERSON_0987,PERSON_0195,PERSON_0987,2026-02-22 17:06:20,Supporting record for relationship type CALLED between PERSON_0195 and PERSON_0987.,0.654,0.504,REL_003945,WEAK
EVID_001992,,TRANSACTION,ACCOUNT_00313,PERSON_0035,ACCOUNT_00313,2026-06-30 00:00:00,Supporting record for relationship type OWNED between PERSON_0035 and ACCOUNT_00313.,0.92,0.79,REL_008292,CONFIRMED
EVID_001993,,TRANSACTION,CDR_AGG_PERSON_0044_PERSON_1411,PERSON_0044,PERSON_1411,2026-06-28 01:33:00,Supporting record for relationship type CALLED between PERSON_0044 and PERSON_1411.,0.934,0.969,REL_001543,LIKELY
EVID_001994,,CDR,CDR_AGG_PERSON_0790_PERSON_1230,PERSON_0790,PERSON_1230,2025-09-08 18:34:04,Supporting record for relationship type CALLED between PERSON_0790 and PERSON_1230.,0.863,0.773,REL_002129,LIKELY
EVID_001995,,LOCATION_RECORD,CDR_AGG_PERSON_0491_PERSON_1070,PERSON_0491,PERSON_1070,2026-03-08 09:02:55,Supporting record for relationship type CALLED between PERSON_0491 and PERSON_1070.,0.737,0.726,REL_001282,WEAK
EVID_001996,,CDR,CDR_AGG_PERSON_0952_PERSON_1397,PERSON_0952,PERSON_1397,2025-04-26 23:40:43,Supporting record for relationship type CALLED between PERSON_0952 and PERSON_1397.,0.86,0.55,REL_003944,UNKNOWN
EVID_001997,,SOCIAL_MEDIA,ORGREC_ORG_0210,PERSON_1425,ORG_0210,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_1425 and ORG_0210.,0.723,0.557,REL_007068,LIKELY
EVID_001998,,SURVEILLANCE,FIR_0004,PERSON_1060,CASE_0004,2025-11-18 23:19:44,Supporting record for relationship type APPEARED_IN_CASE between PERSON_1060 and CASE_0004.,0.852,0.933,REL_006407,CONFIRMED
EVID_001999,,SURVEILLANCE,ORGREC_ORG_0275,PERSON_0891,ORG_0275,2026-06-30 00:00:00,Supporting record for relationship type MEMBER_OF between PERSON_0891 and ORG_0275.,0.89,0.578,REL_006973,LIKELY
EVID_002000,,TRANSACTION,TELCO_SUBSCRIBER_RECORD,PERSON_1410,PHONE_01410,,Supporting record for relationship type USED between PERSON_1410 and PHONE_01410.,0.935,0.625,REL_007394,CONFIRMED
EVID_002001,,LOCATION_RECORD,CDR_AGG_PERSON_0747_PERSON_0962,PERSON_0747,PERSON_0962,2025-04-24 20:45:43,Supporting record for relationship type CALLED between PERSON_0747 and PERSON_0962.,0.715,0.796,REL_003588,WEAK
EVID_002002,,SOCIAL_MEDIA,CDR_AGG_PERSON_0047_PERSON_0267,PERSON_0047,PERSON_0267,2024-12-25 16:15:22,Supporting record for relationship type CALLED between PERSON_0047 and PERSON_0267.,0.531,0.731,REL_002727,UNKNOWN
EVID_002003,,CDR,TXN_AGG_PERSON_0975_PERSON_1212,PERSON_0975,PERSON_1212,2026-01-28 05:58:02,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0975 and PERSON_1212.,0.934,0.563,REL_005088,LIKELY
EVID_002004,,SOCIAL_MEDIA,CDR_AGG_PERSON_0609_PERSON_0787,PERSON_0609,PERSON_0787,2026-01-01 10:33:54,Supporting record for relationship type CALLED between PERSON_0609 and PERSON_0787.,0.519,0.821,REL_002821,UNKNOWN
EVID_002005,,CDR,TXN_AGG_PERSON_0026_PERSON_1476,PERSON_1476,PERSON_0026,2025-08-19 19:24:50,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0026 and PERSON_1476.,0.86,0.717,REL_004202,CONFIRMED
EVID_002006,,LOCATION_RECORD,CDR_AGG_PERSON_1040_PERSON_1414,PERSON_1040,PERSON_1414,2025-11-07 16:00:02,Supporting record for relationship type CALLED between PERSON_1040 and PERSON_1414.,0.687,0.677,REL_003217,UNKNOWN
EVID_002007,,SURVEILLANCE,CDR_AGG_PERSON_1291_PERSON_1444,PERSON_1291,PERSON_1444,2026-02-09 10:34:44,Supporting record for relationship type CALLED between PERSON_1291 and PERSON_1444.,0.633,0.665,REL_001993,LIKELY
EVID_002008,,CDR,CDR_AGG_PERSON_0250_PERSON_1300,PERSON_0250,PERSON_1300,2026-05-15 20:17:34,Supporting record for relationship type CALLED between PERSON_0250 and PERSON_1300.,0.866,0.757,REL_002007,LIKELY
EVID_002009,,CDR,CDR_AGG_PERSON_1326_PERSON_1382,PERSON_1326,PERSON_1382,2025-10-01 17:31:21,Supporting record for relationship type CALLED between PERSON_1326 and PERSON_1382.,0.867,0.652,REL_002624,UNKNOWN
EVID_002010,,CDR,TXN_AGG_PERSON_0453_PERSON_0684,PERSON_0453,PERSON_0684,2024-01-17 12:11:53,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0453 and PERSON_0684.,0.921,0.791,REL_004395,LIKELY
EVID_002011,,LOCATION_RECORD,TXN_AGG_PERSON_0699_PERSON_1412,PERSON_0699,PERSON_1412,2025-06-01 16:38:27,Supporting record for relationship type TRANSFERRED_MONEY between PERSON_0699 and PERSON_1412.,0.631,0.542,REL_004790,LIKELY
EVID_002012,,LOCATION_RECORD,CDR_AGG_PERSON_0215_PERSON_0483,PERSON_0215,PERSON_0483,2024-09-26 12:57:00,Supporting record for relationship type CALLED between PERSON_0215 and PERSON_0483.,0.698,0.831,REL_003343,UNKNOWN
EVID_002013,,CDR,CDR_AGG_PERSON_0257_PERSON_0298,PERSON_0257,PERSON_0298,2026-03-23 15:08:00,Supporting record for relationship type CALLED between PERSON_0257 and PERSON_0298.,0.894,0.716,REL_003148,WEAK
