vehicle_id,owner_person_id,vehicle_type,model,registration_alias,ownership_start,ownership_end,confidence
VEHICLE_00669,PERSON_0201,SUV,SynModel-A4,IND-71-SYN-5555,2025-03-28 13:24:21,,0.84
VEHICLE_00670,PERSON_0966,commercial_van,SynModel-Y2,BHO-14-SYN-4645,2021-09-05 12:12:01,,0.85
VEHICLE_00671,PERSON_0933,hatchback,SynModel-A4,HYD-87-SYN-2378,2023-05-07 20:15:14,,0.87
VEHICLE_00672,PERSON_1460,SUV,SynModel-X1,PUN-80-SYN-3476,2024-02-03 10:48:31,,0.84
VEHICLE_00673,PERSON_1155,two_wheeler,SynModel-Z3,MUM-60-SYN-1162,2026-02-28 09:48:47,,0.97
VEHICLE_00674,PERSON_0088,two_wheeler,SynModel-Z3,IND-55-SYN-3622,2023-08-28 23:38:42,,0.9
VEHICLE_00675,PERSON_1058,two_wheeler,SynModel-Z3,DEL-84-SYN-8064,2023-08-06 11:14:26,,0.9
VEHICLE_00676,PERSON_0911,commercial_van,SynModel-Z3,DEL-76-SYN-2895,2022-09-30 05:02:55,,0.88
VEHICLE_00677,PERSON_0307,SUV,SynModel-Z3,DEL-34-SYN-2413,2023-11-28 13:04:03,,0.81
VEHICLE_00678,PERSON_0484,two_wheeler,SynModel-X1,JAI-58-SYN-2293,2025-02-09 20:27:44,,0.83
VEHICLE_00679,PERSON_1461,commercial_van,SynModel-X1,JAI-37-SYN-3998,2023-04-13 19:48:36,,0.94
VEHICLE_00680,PERSON_1231,hatchback,SynModel-Y2,IND-57-SYN-9102,2023-01-14 12:14:16,,0.81
VEHICLE_00681,PERSON_1196,sedan,SynModel-Z3,HYD-31-SYN-7717,2023-07-10 23:37:13,,0.87
VEHICLE_00682,PERSON_1044,SUV,SynModel-B5,BHO-94-SYN-8173,2022-07-13 22:42:04,,0.97
VEHICLE_00683,PERSON_0112,two_wheeler,SynModel-X1,PUN-99-SYN-5411,2024-12-23 14:49:49,,0.85
VEHICLE_00684,PERSON_0199,two_wheeler,SynModel-B5,DEL-27-SYN-5676,2025-05-03 12:19:10,,0.86
VEHICLE_00685,PERSON_1313,SUV,SynModel-X1,PUN-42-SYN-6307,2024-02-02 20:45:15,,0.85
VEHICLE_00686,PERSON_0560,hatchback,SynModel-B5,LKO-79-SYN-1223,2023-03-14 17:15:05,,0.89
VEHICLE_00687,PERSON_0888,two_wheeler,SynModel-B5,MUM-75-SYN-2450,2021-08-29 17:34:48,,0.91
VEHICLE_00688,PERSON_1248,SUV,SynModel-Z3,BHO-56-SYN-8193,2025-10-03 04:17:41,,0.92
VEHICLE_00689,PERSON_0050,commercial_van,SynModel-Y2,HYD-20-SYN-3216,2022-12-21 16:57:22,,0.94
VEHICLE_00690,PERSON_1463,hatchback,SynModel-B5,MUM-46-SYN-7652,2026-02-22 21:26:27,,0.93
VEHICLE_00691,PERSON_0845,sedan,SynModel-Y2,DEL-27-SYN-4180,2023-10-23 08:20:33,,0.98
VEHICLE_00692,PERSON_0391,SUV,SynModel-A4,HYD-18-SYN-6200,2022-10-15 22:07:00,,0.91
VEHICLE_00693,PERSON_0702,hatchback,SynModel-A4,AHM-78-SYN-3153,2022-01-29 23:13:24,,0.97
VEHICLE_00694,PERSON_0646,two_wheeler,SynModel-B5,AHM-52-SYN-9043,2025-06-16 07:00:07,,0.94
VEHICLE_00695,PERSON_1446,hatchback,SynModel-A4,HYD-57-SYN-2102,2023-11-07 17:27:53,,0.83
VEHICLE_00696,PERSON_0114,sedan,SynModel-A4,DEL-21-SYN-2228,2024-03-20 06:20:57,,0.93
VEHICLE_00697,PERSON_0824,sedan,SynModel-A4,MUM-11-SYN-2757,2023-08-27 07:35:07,,0.92
VEHICLE_00698,PERSON_1447,commercial_van,SynModel-B5,CHD-57-SYN-5510,2022-10-13 08:03:28,,0.96
VEHICLE_00699,PERSON_0941,sedan,SynModel-X1,JAI-10-SYN-5841,2022-01-25 17:15:54,,0.87
VEHICLE_00700,PERSON_1137,SUV,SynModel-X1,IND-57-SYN-4799,2022-07-01 06:53:55,,0.95
VEHICLE_00701,PERSON_1220,two_wheeler,SynModel-B5,PUN-39-SYN-3262,2025-11-16 12:00:55,,0.89
VEHICLE_00702,PERSON_1481,hatchback,SynModel-Y2,MUM-84-SYN-1231,2024-07-11 03:44:43,,0.83
VEHICLE_00703,PERSON_1012,commercial_van,SynModel-A4,CHD-87-SYN-4268,2022-04-20 12:26:55,,0.86
VEHICLE_00704,PERSON_0085,commercial_van,SynModel-X1,AHM-77-SYN-9508,2025-10-14 11:49:15,,0.93
VEHICLE_00705,PERSON_0283,sedan,SynModel-X1,HYD-93-SYN-6182,2025-09-15 02:14:46,,0.98
VEHICLE_00706,PERSON_0665,commercial_van,SynModel-X1,BHO-62-SYN-7391,2023-08-18 09:00:19,,0.92
VEHICLE_00707,PERSON_0132,hatchback,SynModel-Z3,CHD-25-SYN-3137,2022-04-16 19:51:51,,0.89
VEHICLE_00708,PERSON_1474,SUV,SynModel-A4,BHO-13-SYN-6149,2025-05-15 02:32:56,,0.84
VEHICLE_00709,PERSON_0342,SUV,SynModel-Y2,AHM-20-SYN-1601,2024-05-02 21:54:32,,0.91
VEHICLE_00710,PERSON_0621,hatchback,SynModel-B5,BHO-98-SYN-3942,2021-12-31 10:58:38,,0.94
VEHICLE_00711,PERSON_1033,two_wheeler,SynModel-X1,BHO-35-SYN-5111,2024-09-12 21:32:53,,0.98
VEHICLE_00712,PERSON_1500,two_wheeler,SynModel-Y2,HYD-80-SYN-2531,2025-01-10 20:29:50,,0.95
VEHICLE_00713,PERSON_1206,two_wheeler,SynModel-X1,PUN-96-SYN-1397,2024-04-10 14:02:58,,0.91
VEHICLE_00714,PERSON_1209,SUV,SynModel-Z3,IND-68-SYN-6551,2025-04-02 13:20:49,,0.82
VEHICLE_00715,PERSON_0079,commercial_van,SynModel-A4,IND-41-SYN-6361,2025-03-07 21:41:13,,0.84
VEHICLE_00716,PERSON_1243,SUV,SynModel-X1,IND-38-SYN-8461,2025-06-15 09:48:40,,0.86
VEHICLE_00717,PERSON_0005,SUV,SynModel-X1,DEL-87-SYN-9186,2024-01-26 21:38:28,,0.93
VEHICLE_00718,PERSON_0063,SUV,SynModel-X1,DEL-37-SYN-3123,2025-04-26 17:32:41,,0.88
VEHICLE_00719,PERSON_0796,commercial_van,SynModel-Z3,JAI-32-SYN-7697,2023-06-28 14:49:34,,0.92
VEHICLE_00720,PERSON_1419,SUV,SynModel-A4,PUN-64-SYN-2667,2023-02-25 04:34:36,,0.98
VEHICLE_00721,PERSON_0220,commercial_van,SynModel-B5,HYD-67-SYN-1006,2022-01-06 08:47:15,,0.97
VEHICLE_00722,PERSON_0885,hatchback,SynModel-Y2,LKO-48-SYN-2814,2024-03-24 17:48:48,,0.83
VEHICLE_00723,PERSON_0153,SUV,SynModel-X1,DEL-42-SYN-6637,2021-11-08 07:03:45,,0.84
VEHICLE_00724,PERSON_0308,sedan,SynModel-A4,AHM-44-SYN-7893,2022-06-05 16:22:38,,0.86
VEHICLE_00725,PERSON_0897,SUV,SynModel-X1,BHO-92-SYN-4634,2023-10-16 14:27:25,,0.85
VEHICLE_00726,PERSON_0826,two_wheeler,SynModel-Y2,LKO-23-SYN-8923,2022-01-13 10:06:12,,0.99
VEHICLE_00727,PERSON_0204,two_wheeler,SynModel-B5,LKO-72-SYN-5959,2026-02-25 05:44:36,,0.93
VEHICLE_00728,PERSON_0302,SUV,SynModel-Y2,AHM-62-SYN-5392,2026-04-10 19:33:58,,0.98
VEHICLE_00729,PERSON_0517,sedan,SynModel-B5,AHM-45-SYN-2311,2023-09-09 13:40:28,,0.93
VEHICLE_00730,PERSON_0296,two_wheeler,SynModel-Z3,CHD-61-SYN-9618,2024-05-28 22:11:41,,0.9
VEHICLE_00731,PERSON_1279,sedan,SynModel-Z3,IND-72-SYN-5884,2024-01-28 07:01:31,,0.95
VEHICLE_00732,PERSON_0383,two_wheeler,SynModel-Z3,HYD-33-SYN-1790,2021-08-27 16:54:33,,0.84
VEHICLE_00733,PERSON_0996,commercial_van,SynModel-X1,AHM-93-SYN-6430,2024-05-23 10:51:02,,0.93
VEHICLE_00734,PERSON_0130,two_wheeler,SynModel-Y2,MUM-26-SYN-2752,2024-04-01 10:40:00,,0.9
VEHICLE_00735,PERSON_1134,two_wheeler,SynModel-B5,MUM-31-SYN-9382,2025-08-25 15:36:09,,0.85
VEHICLE_00736,PERSON_0101,hatchback,SynModel-Z3,AHM-81-SYN-4467,2023-06-22 22:35:18,,0.96
VEHICLE_00737,PERSON_1265,two_wheeler,SynModel-Z3,MUM-82-SYN-7237,2024-08-29 02:21:55,,0.81
VEHICLE_00738,PERSON_1185,sedan,SynModel-Y2,DEL-87-SYN-6378,2024-09-20 22:28:31,,0.9
VEHICLE_00739,PERSON_1276,SUV,SynModel-Z3,CHD-57-SYN-2392,2024-12-02 12:40:15,,0.91
VEHICLE_00740,PERSON_0072,commercial_van,SynModel-X1,JAI-56-SYN-9072,2024-08-23 08:19:19,,0.88
VEHICLE_00741,PERSON_0693,sedan,SynModel-Z3,IND-24-SYN-4186,2024-12-26 02:50:25,,0.85
VEHICLE_00742,PERSON_0401,commercial_van,SynModel-A4,PUN-60-SYN-8573,2023-08-18 04:34:26,,0.81
VEHICLE_00743,PERSON_0697,two_wheeler,SynModel-Y2,CHD-11-SYN-1076,2022-12-04 02:41:45,,0.98
VEHICLE_00744,PERSON_1453,two_wheeler,SynModel-Y2,JAI-97-SYN-9293,2023-01-08 11:28:20,,0.81
VEHICLE_00745,PERSON_0262,sedan,SynModel-Y2,AHM-56-SYN-2639,2025-04-05 01:09:53,,0.89
VEHICLE_00746,PERSON_0503,commercial_van,SynModel-Z3,BHO-66-SYN-4818,2024-08-28 16:52:28,,0.96
VEHICLE_00747,PERSON_0827,two_wheeler,SynModel-X1,HYD-16-SYN-3800,2025-04-30 09:32:25,,0.85
VEHICLE_00748,PERSON_1438,hatchback,SynModel-X1,AHM-60-SYN-6201,2024-10-28 05:54:28,,0.92
VEHICLE_00749,PERSON_1139,SUV,SynModel-X1,MUM-30-SYN-3302,2022-08-21 04:51:59,,0.87
VEHICLE_00750,PERSON_0698,commercial_van,SynModel-A4,CHD-83-SYN-6702,2025-06-28 02:25:22,,0.86
VEHICLE_00751,PERSON_0602,commercial_van,SynModel-X1,IND-40-SYN-8739,2022-08-30 06:21:26,,0.9
VEHICLE_00752,PERSON_1046,hatchback,SynModel-Y2,IND-36-SYN-2498,2025-07-25 08:16:38,,0.94
VEHICLE_00753,PERSON_0371,sedan,SynModel-A4,BHO-11-SYN-7346,2021-08-18 07:29:03,,0.83
VEHICLE_00754,PERSON_0135,commercial_van,SynModel-B5,PUN-94-SYN-3226,2022-04-01 00:48:05,,0.92
VEHICLE_00755,PERSON_0774,commercial_van,SynModel-A4,BHO-84-SYN-8998,2025-05-30 14:32:32,,0.81
VEHICLE_00756,PERSON_0794,hatchback,SynModel-Y2,BHO-42-SYN-8335,2024-05-31 21:40:25,,0.98
VEHICLE_00757,PERSON_1369,commercial_van,SynModel-Y2,CHD-43-SYN-1963,2023-10-17 09:57:02,,0.86
VEHICLE_00758,PERSON_1039,hatchback,SynModel-B5,BHO-22-SYN-4452,2022-05-14 05:09:57,,0.82
VEHICLE_00759,PERSON_0561,two_wheeler,SynModel-Z3,LKO-64-SYN-8349,2025-03-27 14:31:01,,0.98
VEHICLE_00760,PERSON_1018,commercial_van,SynModel-A4,DEL-46-SYN-5131,2026-04-23 12:34:19,,0.97
VEHICLE_00761,PERSON_1212,sedan,SynModel-A4,MUM-16-SYN-8996,2024-06-21 16:40:19,,0.91
VEHICLE_00762,PERSON_0117,two_wheeler,SynModel-Z3,JAI-73-SYN-7705,2024-03-28 14:56:18,,0.85
